length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,sex_F,sex_I,sex_M,rings
141,108,41,351.4,165.3,83.4,92.2,1,0,0,9
82,62,22,63.0,24.8,16.4,19.0,0,1,0,9
101,88,28,165.5,68.3,37.1,47.8,0,0,1,8
115,92,33,224.8,59.7,35.7,88.0,1,0,0,13
115,94,30,228.3,90.3,40.8,80.0,0,0,1,13
65,40,16,19.9,7.9,4.5,6.4,0,1,0,8
128,100,30,240.3,111.8,46.2,67.1,1,0,0,9
124,99,35,361.2,128.6,65.7,145.0,0,0,1,17
120,100,31,266.4,124.7,56.7,70.0,1,0,0,8
139,105,35,348.4,139.2,77.8,101.0,0,0,1,12
130,101,33,271.4,114.5,56.2,86.0,1,0,0,11
126,103,32,203.2,84.3,48.8,71.0,0,0,1,19
128,100,33,232.7,110.8,47.8,64.0,1,0,0,11
128,101,31,239.1,111.3,42.2,69.2,0,0,1,11
77,56,19,51.4,23.8,11.8,14.0,0,1,0,7
128,108,35,244.2,102.0,51.8,78.0,1,0,0,15
115,90,31,189.6,85.8,41.2,51.8,0,0,1,7
79,62,19,62.6,26.2,14.4,18.6,0,1,0,7
124,101,32,274.5,125.7,55.0,73.7,1,0,0,11
128,101,33,244.7,104.3,53.9,72.0,1,0,0,10
132,107,38,318.1,128.5,59.4,103.5,0,0,1,9
92,75,28,102.1,38.4,20.9,41.0,0,0,1,9
131,116,41,416.1,191.8,68.3,120.2,0,0,1,17
106,81,25,130.3,54.3,32.1,37.2,0,0,1,7
93,71,23,94.1,39.1,23.6,25.2,1,0,0,7
66,50,18,39.4,17.0,8.2,12.1,0,0,1,10
112,89,32,179.3,84.0,43.5,44.3,0,0,1,8
96,71,23,115.7,50.0,21.2,36.8,0,1,0,8
146,110,41,381.6,108.3,71.3,119.3,1,0,0,14
98,77,23,136.6,65.3,32.3,33.0,0,1,0,13
63,47,15,25.7,10.2,5.6,8.1,0,1,0,4
130,104,39,335.2,138.6,88.0,94.0,0,0,1,15
118,90,37,256.6,94.6,55.2,85.0,0,0,1,16
96,78,30,125.5,55.2,26.8,37.0,0,1,0,13
106,80,25,151.5,79.6,30.2,35.0,0,0,1,8
106,84,28,125.4,58.1,23.3,36.6,1,0,0,8
125,97,32,230.0,105.1,51.4,66.3,0,1,0,11
64,46,12,25.8,12.3,5.5,7.1,0,1,0,7
115,90,31,177.2,72.1,42.2,51.5,0,0,1,9
84,62,19,55.8,25.1,10.2,17.6,0,1,0,6
91,69,21,80.1,32.8,15.1,25.2,0,1,0,8
91,73,19,102.8,44.9,20.2,30.0,0,0,1,15
62,44,17,29.2,12.2,7.3,9.0,0,0,1,6
114,87,28,161.7,64.7,36.6,44.0,1,0,0,16
156,126,43,531.4,297.6,99.7,117.2,1,0,0,11
126,96,33,257.2,120.8,54.2,70.0,0,0,1,8
70,52,18,39.0,14.9,8.2,13.1,0,0,1,9
48,37,14,14.3,5.2,3.6,5.0,0,1,0,6
76,58,20,47.4,21.6,7.9,16.4,0,1,0,6
132,103,31,288.3,141.1,71.1,67.0,0,0,1,10
130,102,35,231.0,99.1,40.5,77.0,0,0,1,12
117,84,29,134.7,57.9,26.9,44.0,0,1,0,9
144,116,38,417.7,199.1,95.6,106.1,0,0,1,13
129,102,38,294.9,121.0,69.0,96.0,0,0,1,9
100,78,26,101.5,42.3,20.8,35.1,0,1,0,9
115,90,37,185.0,68.4,39.4,70.0,0,0,1,12
96,75,29,155.4,43.2,26.0,34.0,0,0,1,9
32,22,5,3.9,1.5,1.0,1.2,0,1,0,4
98,74,28,117.0,48.6,23.0,39.0,1,0,0,10
117,92,29,186.7,95.6,36.5,47.0,0,0,1,9
28,21,7,2.8,1.1,0.5,0.8,0,1,0,3
120,95,31,211.8,88.2,38.0,78.0,1,0,0,11
119,96,37,235.7,105.2,59.5,62.8,0,0,1,10
96,78,25,138.1,43.8,31.0,40.0,1,0,0,12
59,43,17,25.6,9.8,6.8,8.0,0,1,0,6
136,110,35,359.6,163.0,78.5,91.0,1,0,0,19
135,105,34,342.2,167.3,70.4,95.0,1,0,0,9
141,109,34,316.0,128.7,91.3,53.0,1,0,0,11
60,46,15,30.0,12.1,8.4,9.0,0,1,0,5
71,52,18,39.7,14.3,9.9,11.6,0,1,0,7
115,90,32,213.6,111.2,42.8,51.5,1,0,0,10
59,46,17,25.0,8.4,5.7,8.6,0,0,1,8
119,94,31,240.3,98.4,77.3,53.0,0,0,1,10
120,95,36,236.1,86.9,49.5,85.0,1,0,0,19
134,105,38,305.4,115.1,70.6,88.0,1,0,0,12
72,54,19,40.0,14.6,11.2,12.2,0,1,0,8
131,108,35,311.7,145.7,80.4,77.0,1,0,0,11
77,60,18,61.6,30.5,11.2,16.7,0,1,0,8
113,89,25,166.1,62.7,35.7,46.0,1,0,0,11
80,58,23,55.9,22.3,11.5,15.0,0,0,1,9
118,90,24,149.7,66.9,26.3,44.0,0,0,1,14
110,94,30,184.1,76.2,48.7,53.5,1,0,0,10
127,101,33,250.2,115.4,45.4,76.5,1,0,0,11
79,59,20,58.6,28.0,12.4,16.4,0,1,0,7
102,79,31,107.9,49.3,21.7,33.4,0,1,0,8
147,118,45,351.2,127.4,68.1,116.0,0,0,1,21
110,85,30,166.3,82.2,35.3,43.3,0,0,1,10
67,49,18,40.3,19.2,8.1,9.6,0,1,0,7
132,100,33,263.9,133.4,53.8,68.2,0,0,1,9
126,96,32,239.8,105.3,67.0,63.0,1,0,0,11
92,70,24,97.7,38.6,21.0,31.0,0,1,0,11
141,109,36,307.9,121.5,73.5,92.9,1,0,0,13
147,114,35,376.0,181.9,77.4,97.6,0,0,1,11
103,76,35,191.3,65.0,31.6,62.0,0,0,1,14
71,52,18,38.5,15.4,7.6,13.0,0,1,0,8
144,109,37,343.7,158.5,80.2,93.6,1,0,0,11
119,92,34,225.9,114.0,51.1,53.0,0,0,1,10
91,75,24,99.4,47.1,21.1,25.9,0,1,0,6
117,97,30,215.8,82.9,42.3,71.2,1,0,0,11
141,111,43,428.2,209.3,76.6,105.6,0,0,1,11
77,60,19,48.0,17.7,11.8,17.0,0,0,1,9
110,92,35,173.8,63.1,36.5,64.0,0,0,1,10
118,92,29,180.3,83.8,35.7,52.0,0,1,0,11
124,94,31,193.2,89.4,34.2,56.8,0,1,0,11
128,100,34,290.9,128.4,71.5,70.8,0,0,1,9
92,68,18,76.8,35.9,13.6,22.0,0,1,0,8
55,40,15,17.2,6.1,3.8,6.0,0,1,0,7
123,95,31,223.0,96.8,42.3,71.0,1,0,0,10
122,96,33,219.4,84.3,52.8,67.0,0,1,0,13
99,80,21,120.4,50.1,25.3,38.0,0,1,0,8
72,54,18,41.5,19.6,7.8,12.4,0,1,0,6
72,54,18,43.8,19.4,8.1,13.0,0,1,0,6
104,81,28,163.5,55.9,36.6,52.0,1,0,0,17
84,68,23,84.3,35.0,18.6,27.0,0,0,1,8
68,53,14,37.0,12.5,7.9,14.0,0,1,0,7
138,105,35,340.1,165.1,72.4,81.0,0,0,1,8
103,79,25,116.1,47.3,21.5,38.0,0,1,0,9
128,113,46,304.2,128.8,74.4,81.2,0,0,1,15
128,102,34,274.3,113.4,61.4,81.8,0,0,1,10
120,94,26,202.1,84.6,43.8,59.6,0,0,1,9
133,101,32,257.8,122.9,50.6,73.3,0,0,1,11
95,70,23,99.6,47.5,19.8,28.0,0,1,0,7
63,47,15,29.7,11.7,7.5,8.5,0,1,0,6
47,35,11,13.4,5.4,2.5,3.6,0,1,0,6
140,108,43,395.6,133.5,62.5,142.0,1,0,0,24
110,82,26,174.1,89.1,42.3,42.6,0,0,1,9
115,93,35,219.8,94.7,40.4,70.0,1,0,0,9
115,90,27,164.9,67.5,42.3,47.8,0,1,0,11
97,75,27,111.2,38.5,26.3,33.7,1,0,0,10
84,63,20,68.7,31.4,15.9,18.0,0,1,0,6
101,81,26,119.8,44.9,23.5,45.0,0,1,0,11
94,76,29,117.3,47.7,28.8,37.0,0,0,1,8
81,62,19,68.5,35.7,12.8,17.1,0,1,0,8
122,97,42,268.9,107.0,44.1,103.0,1,0,0,20
129,98,35,264.0,130.5,47.5,67.7,0,0,1,11
32,24,7,4.2,1.5,0.9,1.0,0,1,0,5
94,71,28,86.6,30.5,19.0,30.4,1,0,0,12
115,90,27,161.4,72.3,35.2,50.8,0,1,0,10
123,92,34,211.3,96.3,54.4,54.0,0,0,1,10
70,52,17,34.8,14.1,6.9,12.0,0,1,0,10
139,110,43,391.3,142.5,108.2,118.0,0,0,1,14
51,37,14,15.0,5.6,3.6,5.0,0,1,0,6
113,88,31,173.6,69.6,43.4,52.0,0,0,1,11
118,93,39,217.7,73.7,37.4,75.0,0,1,0,17
91,74,25,86.6,40.2,25.3,29.0,0,1,0,9
120,95,30,217.8,103.9,44.6,58.4,0,0,1,11
73,55,27,48.0,21.6,8.9,14.7,0,1,0,7
110,89,22,158.7,75.6,28.4,52.0,0,1,0,10
122,97,34,256.2,119.4,60.7,66.0,0,0,1,9
105,85,24,140.4,66.7,29.3,44.0,0,0,1,12
133,106,36,298.2,126.9,68.4,87.0,1,0,0,10
100,84,25,124.0,51.0,30.0,41.0,0,0,1,11
95,70,23,97.4,38.8,29.1,25.0,1,0,0,13
134,102,35,305.3,130.2,89.5,69.0,0,0,1,10
118,93,32,220.1,101.2,50.5,59.0,1,0,0,13
101,77,27,123.7,50.2,23.5,40.0,1,0,0,12
101,76,24,118.8,51.9,28.7,36.0,0,1,0,7
127,103,32,241.5,107.7,56.4,69.0,0,0,1,11
122,99,35,252.7,106.0,63.0,69.1,1,0,0,10
120,95,36,232.4,102.2,53.5,64.0,1,0,0,18
129,101,33,261.4,86.7,52.4,104.0,0,0,1,10
130,99,34,255.2,124.3,46.1,79.8,0,0,1,11
121,98,36,233.4,91.4,58.0,74.9,0,0,1,9
63,46,0,26.8,11.5,5.7,70.1,0,1,0,6
76,55,19,50.1,18.9,13.1,15.0,0,1,0,6
41,30,11,8.4,5.1,3.0,2.4,0,1,0,5
125,100,35,254.6,112.8,60.4,74.8,1,0,0,9
115,92,33,213.0,99.7,42.9,56.3,1,0,0,8
116,92,37,203.4,70.3,40.0,64.0,1,0,0,10
125,99,35,241.5,106.2,56.2,70.5,0,0,1,11
124,95,32,181.4,74.2,33.4,61.5,0,1,0,11
119,93,30,220.1,108.3,33.2,53.0,1,0,0,8
130,100,34,280.9,138.8,63.6,64.7,1,0,0,11
111,89,27,167.2,67.2,32.5,55.0,0,0,1,13
127,101,31,257.9,118.8,62.8,69.0,1,0,0,11
95,76,29,114.0,33.4,23.6,37.4,1,0,0,11
127,101,34,252.7,102.4,64.4,71.0,1,0,0,9
124,97,35,243.1,109.0,50.6,69.0,1,0,0,10
100,75,29,124.3,54.8,33.2,29.7,0,0,1,7
149,115,40,376.8,190.8,67.2,99.0,0,0,1,12
119,91,39,266.1,91.9,64.7,69.0,0,0,1,19
73,59,16,51.1,19.4,8.6,20.0,0,0,1,7
118,88,28,201.4,95.5,42.1,58.5,1,0,0,9
109,82,24,158.6,86.8,28.1,38.0,0,0,1,9
127,101,38,266.3,116.1,50.4,87.0,0,1,0,17
123,96,37,244.1,99.7,63.0,66.0,0,0,1,10
77,58,19,62.4,28.6,12.7,17.2,0,1,0,6
121,99,29,210.8,73.8,45.1,72.0,0,1,0,12
105,88,25,142.3,64.1,31.8,38.3,1,0,0,7
94,72,22,99.3,47.4,25.4,26.0,1,0,0,6
73,54,17,37.5,16.2,8.4,11.6,0,1,0,6
114,81,32,184.9,68.9,43.7,59.0,0,0,1,19
109,86,28,166.4,87.1,34.0,40.2,1,0,0,9
125,98,29,184.0,87.4,34.7,56.0,1,0,0,10
118,100,33,220.9,91.3,48.5,68.0,0,0,1,15
43,31,12,10.5,4.2,3.3,3.0,0,1,0,5
105,76,28,121.3,38.8,29.5,42.0,1,0,0,14
132,106,37,269.2,109.2,54.1,95.2,1,0,0,11
140,111,44,333.2,129.4,85.7,91.0,1,0,0,11
133,100,30,249.5,92.5,59.1,71.9,1,0,0,10
118,95,31,171.4,71.2,34.8,56.0,0,0,1,13
106,80,29,111.0,38.7,26.1,39.0,0,1,0,9
107,84,25,152.8,62.4,30.1,53.0,0,0,1,11
36,25,7,5.3,1.9,1.1,1.7,0,1,0,4
114,86,32,162.2,77.5,31.8,45.7,1,0,0,9
55,41,15,22.1,9.0,5.7,7.0,0,1,0,6
93,68,21,97.2,46.2,20.7,24.5,0,0,1,9
81,50,18,57.5,25.6,12.6,16.1,0,1,0,7
108,84,31,147.7,70.3,30.4,43.0,0,0,1,12
75,58,16,56.4,28.1,14.5,16.0,1,0,0,7
93,69,21,80.3,48.4,6.9,21.8,0,1,0,6
119,95,28,206.1,98.5,43.4,55.6,0,0,1,10
134,102,36,336.0,185.2,59.5,78.7,0,0,1,13
124,100,33,261.4,127.1,50.9,63.0,0,0,1,9
85,65,20,79.6,23.7,12.9,18.9,0,1,0,6
97,72,24,103.1,49.3,20.5,29.4,0,1,0,8
119,94,30,178.3,71.8,42.1,49.0,0,0,1,12
119,96,30,222.0,99.6,45.6,66.0,1,0,0,10
97,80,27,132.6,62.6,27.4,40.0,0,0,1,10
103,80,28,147.3,59.1,36.8,37.0,0,0,1,16
98,75,27,122.5,51.1,20.4,44.0,1,0,0,11
84,61,20,68.3,32.9,15.5,17.2,0,1,0,7
105,80,31,141.4,56.4,32.1,45.0,0,0,1,9
95,73,23,91.8,43.5,18.6,23.3,0,1,0,7
117,91,30,197.4,87.1,41.5,62.0,0,0,1,11
119,95,33,229.6,88.8,42.8,74.0,1,0,0,10
139,112,37,354.3,163.9,66.2,87.4,1,0,0,10
126,96,30,235.7,103.7,49.6,64.7,0,0,1,8
131,110,36,254.8,117.2,56.2,73.0,0,0,1,10
125,96,40,264.7,121.5,61.1,71.0,1,0,0,9
122,95,30,193.3,82.9,40.0,69.0,0,1,0,10
124,97,36,235.7,93.5,53.1,78.0,0,1,0,13
126,95,29,212.1,103.3,43.9,56.0,0,1,0,10
76,60,20,50.1,21.2,10.7,15.5,0,0,1,8
110,86,26,167.9,63.1,39.1,48.1,0,0,1,10
118,91,33,232.2,76.0,49.1,56.0,1,0,0,12
100,88,31,148.4,40.5,40.1,42.3,1,0,0,14
56,43,16,26.4,14.4,4.4,6.6,0,1,0,5
105,83,32,128.9,52.0,31.5,44.0,0,0,1,12
114,89,31,173.4,74.1,34.1,56.0,0,1,0,9
108,83,26,164.9,54.4,45.2,48.0,0,0,1,13
133,103,33,277.1,124.2,60.4,68.9,0,0,1,8
104,80,21,174.4,90.3,32.3,39.7,0,0,1,9
101,82,30,128.8,57.0,29.0,42.0,1,0,0,11
102,68,36,140.1,62.4,33.0,40.0,1,0,0,11
79,64,20,61.5,29.8,10.7,18.0,0,1,0,8
115,91,31,174.5,69.8,41.9,57.0,0,1,0,8
105,82,27,158.1,81.3,39.6,35.4,1,0,0,8
71,56,20,45.5,18.7,9.1,17.0,0,1,0,11
105,81,30,159.0,61.5,41.0,51.0,0,1,0,14
135,101,32,306.4,148.0,71.4,76.3,0,0,1,11
67,52,15,44.0,17.1,8.0,17.0,0,0,1,6
103,79,27,201.4,94.4,49.9,50.4,0,0,1,8
88,68,21,68.8,24.6,16.2,25.0,0,1,0,8
90,64,20,76.2,34.1,15.0,23.0,0,0,1,9
118,90,32,178.6,54.9,43.7,69.0,0,1,0,14
96,72,20,87.8,38.8,19.8,23.0,0,0,1,8
77,58,17,50.1,22.4,12.2,16.0,0,1,0,8
74,55,20,44.0,18.8,9.0,13.0,0,1,0,7
72,53,18,41.1,19.2,7.4,11.7,0,1,0,7
114,86,29,166.6,70.8,28.8,56.3,0,1,0,10
93,68,22,69.2,28.5,14.6,22.6,0,1,0,11
143,110,35,365.0,187.6,76.1,88.0,0,0,1,11
81,60,17,60.7,30.0,10.1,17.6,0,1,0,7
113,90,37,185.7,60.4,36.1,53.0,1,0,0,12
146,115,37,375.9,186.2,76.0,96.5,1,0,0,12
80,62,20,61.2,26.0,12.0,18.8,0,1,0,6
70,53,18,37.1,14.9,8.3,12.0,1,0,0,7
135,110,36,337.7,112.4,74.1,120.0,1,0,0,15
123,99,33,239.6,108.3,57.3,63.7,1,0,0,10
115,91,27,181.4,84.9,39.4,52.0,0,0,1,9
139,110,41,434.6,226.6,93.3,99.2,0,0,1,10
96,76,29,118.0,46.4,28.2,46.0,1,0,0,12
98,76,26,107.8,45.8,27.1,33.0,1,0,0,12
116,90,29,200.5,109.4,39.5,45.9,0,0,1,8
136,101,34,268.7,131.4,59.4,71.0,1,0,0,12
115,96,30,174.9,75.0,38.6,58.0,1,0,0,12
143,113,48,439.9,144.9,93.0,177.0,1,0,0,17
91,68,23,97.2,52.2,13.1,26.3,0,1,0,8
105,79,24,121.6,59.4,27.9,28.1,0,1,0,8
67,51,15,32.7,12.3,6.9,11.4,0,0,1,8
155,114,44,406.4,147.0,95.1,131.7,0,0,1,17
129,103,35,309.2,140.7,73.0,83.0,1,0,0,10
118,94,34,180.0,71.0,38.1,50.0,1,0,0,11
107,81,28,146.3,67.2,31.2,38.0,0,0,1,7
110,81,28,160.5,48.8,32.7,51.0,0,0,1,10
124,96,33,217.1,96.2,51.5,61.0,0,0,1,10
124,95,30,190.9,91.0,37.3,55.4,1,0,0,9
91,73,23,86.1,36.8,21.6,24.9,1,0,0,8
139,110,44,310.3,113.2,76.7,89.0,0,0,1,13
116,87,30,166.8,85.6,30.3,46.0,1,0,0,8
105,79,26,152.7,67.5,28.5,45.0,0,0,1,8
117,94,34,197.0,73.9,47.9,63.0,0,1,0,10
125,98,33,223.3,97.9,52.3,66.5,0,0,1,11
132,97,31,245.5,122.0,54.8,60.0,0,0,1,8
100,75,28,109.9,49.6,22.4,31.7,0,1,0,7
97,71,24,101.7,42.0,24.4,27.0,0,1,0,9
96,79,30,136.3,42.9,28.1,49.9,0,0,1,18
80,59,19,50.4,22.1,11.5,13.2,0,1,0,6
64,51,17,34.9,14.4,6.6,11.4,0,1,0,8
113,83,25,133.4,60.4,30.9,37.0,0,0,1,7
122,97,32,202.9,106.3,42.4,48.3,0,0,1,8
131,102,30,208.6,95.9,44.6,61.0,1,0,0,9
